Customer_Key,Total_Number_of_Calls,AHT,Contract_End_Date,Call_Date,Product_Type,Product_Status,Customer_Type
6286,1,507.2205297,01/07/2025,20/02/2020,Product 3,Status 1,Type 2
6287,1,416.0020989,31/05/2025,23/03/2020,Product 3,Status 3,Type 2
6288,3,121.5000212,21/05/2021,22/05/2021,Product 1,Status 1,Type 1
6289,1,270.0675967,06/11/2021,07/11/2021,Product 2,Status 4,Type 1
6290,1,213.8079885,17/02/2021,17/02/2021,Product 2,Status 3,Type 1
6291,1,142.3992342,23/09/2020,22/09/2020,Product 1,Status 1,Type 1
6292,1,233.4381864,20/05/2020,24/05/2020,Product 2,Status 1,Type 1
6293,1,424.3920469,16/04/2026,21/07/2020,Product 1,Status 4,Type 2
6294,1,158.6359882,20/07/2021,22/07/2021,Product 2,Status 4,Type 1
6295,1,342.3242843,07/07/2021,10/07/2021,Product 1,Status 2,Type 1
6296,1,427.6840866,21/01/2025,04/11/2021,Product 2,Status 2,Type 2
6297,2,-104.5441751,30/08/2021,02/09/2021,Product 2,Status 3,Type 1
6298,1,166.2046342,27/12/2020,30/12/2020,Product 2,Status 3,Type 1
6299,3,470.9580226,03/01/2021,06/01/2021,Product 1,Status 2,Type 1
6300,1,453.4919194,19/06/2025,02/01/2022,Product 3,Status 4,Type 2
6301,1,385.8774687,16/03/2021,16/03/2021,Product 1,Status 2,Type 1
6302,2,489.3706971,17/09/2026,13/04/2020,Product 1,Status 3,Type 2
6303,2,179.6668785,10/05/2020,15/05/2020,Product 2,Status 3,Type 1
6304,2,203.6168339,29/12/2020,01/01/2021,Product 2,Status 1,Type 1
6305,1,122.0586373,18/04/2022,23/12/2021,Product 4,Status 3,Type 3
6306,1,468.8562089,12/12/2021,17/12/2021,Product 2,Status 4,Type 1
6307,1,496.2470436,12/05/2025,15/03/2020,Product 3,Status 3,Type 2
6308,1,481.8833291,12/03/2025,13/05/2020,Product 1,Status 2,Type 2
6309,2,524.4430979,25/11/2020,28/11/2020,Product 1,Status 3,Type 1
6310,4,456.0141421,01/09/2020,31/08/2020,Product 1,Status 3,Type 1
6311,1,155.6837394,26/02/2022,04/12/2021,Product 4,Status 2,Type 3
6312,1,117.3217093,19/02/2022,24/11/2021,Product 4,Status 3,Type 3
6313,2,373.4107886,31/08/2026,22/08/2021,Product 1,Status 2,Type 2
6314,2,99.80121403,26/12/2021,27/09/2021,Product 4,Status 4,Type 3
6315,3,351.2592209,27/03/2026,22/04/2021,Product 3,Status 1,Type 2
6316,2,424.3773541,13/07/2025,28/07/2020,Product 3,Status 1,Type 2
6317,1,512.0992084,26/08/2021,29/08/2021,Product 1,Status 2,Type 1
6318,2,311.6999174,04/04/2020,06/04/2020,Product 2,Status 3,Type 1
6319,1,386.7438731,23/04/2020,28/04/2020,Product 2,Status 3,Type 1
6320,1,352.1590213,20/09/2021,23/09/2021,Product 1,Status 1,Type 1
6321,1,558.9364071,17/01/2021,22/01/2021,Product 2,Status 2,Type 1
6322,1,401.8822711,29/11/2020,02/12/2020,Product 2,Status 1,Type 1
6323,1,393.8780236,02/05/2020,07/05/2020,Product 1,Status 2,Type 1
6324,2,223.1051992,03/08/2020,06/08/2020,Product 2,Status 2,Type 1
6325,2,163.8683898,03/12/2020,04/12/2020,Product 2,Status 3,Type 1
6326,1,530.6553478,04/05/2025,15/02/2020,Product 3,Status 1,Type 2
6327,4,21.87962359,05/10/2021,10/10/2021,Product 1,Status 1,Type 1
6328,1,279.3036388,06/08/2020,07/08/2020,Product 1,Status 4,Type 1
6329,3,266.9857788,20/04/2021,23/04/2021,Product 1,Status 1,Type 1
6330,1,356.136422,15/11/2020,14/11/2020,Product 1,Status 1,Type 1
6331,1,207.3504607,01/09/2021,05/09/2021,Product 2,Status 2,Type 1
6332,1,178.4117844,06/05/2020,09/05/2020,Product 2,Status 1,Type 1
6333,2,595.7929596,31/12/2021,07/01/2022,Product 2,Status 3,Type 1
6334,1,830.3092095,04/12/2020,07/12/2020,Product 2,Status 3,Type 1
6335,3,348.6693916,11/12/2020,18/12/2020,Product 1,Status 1,Type 1
6336,2,211.3824148,03/05/2021,06/05/2021,Product 1,Status 3,Type 1
6337,1,135.2166007,07/06/2020,10/06/2020,Product 2,Status 2,Type 1
6338,2,490.3742139,18/01/2026,03/11/2020,Product 2,Status 4,Type 2
6339,2,566.5084985,25/06/2025,29/10/2020,Product 2,Status 2,Type 2
6340,1,160.9699375,01/04/2022,22/12/2021,Product 4,Status 1,Type 3
6341,1,333.3760084,18/07/2021,21/07/2021,Product 1,Status 2,Type 1
6342,1,135.4629329,27/03/2022,03/01/2022,Product 4,Status 1,Type 3
6343,1,486.3185492,05/01/2022,07/01/2022,Product 1,Status 2,Type 1
6344,1,287.874305,09/10/2021,11/10/2021,Product 2,Status 1,Type 1
6345,1,387.4019085,26/09/2021,26/09/2021,Product 1,Status 4,Type 1
6346,1,415.2801367,11/05/2021,13/05/2021,Product 1,Status 3,Type 1
6347,1,388.9295858,13/09/2020,17/09/2020,Product 2,Status 3,Type 1
6348,2,162.4271613,03/01/2022,08/01/2022,Product 2,Status 2,Type 1
6349,2,274.8870084,03/11/2020,03/11/2020,Product 1,Status 4,Type 1
6350,2,445.2117393,25/07/2021,26/07/2021,Product 1,Status 1,Type 1
6351,1,465.4053652,27/03/2025,08/01/2022,Product 2,Status 1,Type 2
6352,1,157.8868587,11/06/2020,13/06/2020,Product 2,Status 2,Type 1
6353,1,98.27973818,26/09/2021,17/07/2021,Product 4,Status 1,Type 3
6354,1,116.8936533,03/09/2021,04/09/2021,Product 2,Status 1,Type 1
6355,1,381.2147992,04/03/2020,02/03/2020,Product 2,Status 4,Type 1
6356,1,521.6858691,30/03/2026,04/08/2021,Product 2,Status 4,Type 2
6357,1,338.5666586,01/04/2020,02/04/2020,Product 1,Status 1,Type 1
6358,1,187.3537506,30/07/2021,30/07/2021,Product 2,Status 2,Type 1
6359,2,349.9648164,27/09/2020,30/09/2020,Product 1,Status 3,Type 1
6360,1,536.1706813,26/04/2021,26/04/2021,Product 1,Status 2,Type 1
6361,2,556.7896123,07/03/2026,12/08/2020,Product 3,Status 4,Type 2
6362,2,396.0338614,12/04/2026,19/10/2021,Product 2,Status 1,Type 2
6363,1,394.9750132,19/06/2020,19/06/2020,Product 1,Status 1,Type 1
6364,1,610.768741,16/07/2020,19/07/2020,Product 2,Status 2,Type 1
6365,2,162.6375503,18/04/2022,24/01/2022,Product 4,Status 2,Type 3
6366,1,105.2963773,31/12/2021,26/09/2021,Product 4,Status 2,Type 3
6367,2,555.695459,26/06/2026,29/04/2020,Product 3,Status 3,Type 2
6368,1,108.241874,16/12/2021,30/08/2021,Product 4,Status 4,Type 3
6369,1,403.5076279,23/02/2020,24/02/2020,Product 2,Status 1,Type 1
6370,1,119.4954351,27/01/2021,27/01/2021,Product 1,Status 3,Type 1
6371,4,409.1533165,07/08/2021,06/08/2021,Product 1,Status 3,Type 1
6372,2,309.1891322,22/12/2020,20/12/2020,Product 1,Status 4,Type 1
6373,2,526.863331,19/01/2026,24/11/2021,Product 1,Status 2,Type 2
6374,1,327.162161,28/02/2021,01/03/2021,Product 2,Status 2,Type 1
6375,3,495.159993,05/03/2026,18/07/2020,Product 2,Status 2,Type 2
6376,1,505.4555101,04/04/2020,05/04/2020,Product 2,Status 4,Type 1
6377,1,113.3663923,22/12/2021,03/09/2021,Product 4,Status 2,Type 3
6378,1,424.6068003,05/04/2020,08/04/2020,Product 2,Status 3,Type 1
6379,1,338.961275,18/09/2020,22/09/2020,Product 2,Status 1,Type 1
6380,1,116.2327728,29/12/2021,05/01/2022,Product 2,Status 1,Type 1
6381,2,448.4799368,16/05/2021,16/05/2021,Product 1,Status 2,Type 1
6382,1,426.7050652,16/03/2021,18/03/2021,Product 2,Status 1,Type 1
6383,3,323.8709102,07/04/2020,06/04/2020,Product 2,Status 3,Type 1
6384,1,382.1897557,06/06/2020,05/06/2020,Product 1,Status 2,Type 1
6385,2,427.798662,23/10/2025,27/09/2020,Product 3,Status 2,Type 2
6386,1,117.2241246,12/01/2022,01/10/2021,Product 4,Status 2,Type 3
6387,2,362.9334615,09/04/2021,08/04/2021,Product 2,Status 3,Type 1
6388,2,378.7452708,28/12/2021,29/12/2021,Product 2,Status 2,Type 1
6389,1,643.3537687,30/01/2022,31/01/2022,Product 2,Status 2,Type 1
6390,1,350.2711718,25/09/2021,29/09/2021,Product 2,Status 3,Type 1
6391,1,103.1454221,12/04/2022,04/01/2022,Product 4,Status 4,Type 3
6392,2,600.2035482,30/06/2021,30/06/2021,Product 1,Status 1,Type 1
6393,1,583.5783563,27/08/2026,15/11/2021,Product 3,Status 2,Type 2
6394,1,553.9656737,21/06/2026,29/11/2020,Product 2,Status 4,Type 2
6395,1,115.2312026,24/02/2022,25/11/2021,Product 4,Status 1,Type 3
6396,1,267.5081546,19/01/2020,22/01/2020,Product 1,Status 1,Type 1
6397,1,289.5836408,22/07/2021,24/07/2021,Product 2,Status 4,Type 1
6398,1,124.6818224,21/03/2022,02/01/2022,Product 2,Status 3,Type 3
6399,1,274.3828185,16/01/2020,20/01/2020,Product 2,Status 3,Type 1
6400,1,194.8247334,02/12/2021,07/12/2021,Product 1,Status 4,Type 1
6401,1,304.765105,03/02/2021,07/02/2021,Product 1,Status 1,Type 1
6402,4,235.6042819,01/04/2020,07/04/2020,Product 2,Status 1,Type 1
6403,4,352.6627586,22/01/2021,24/01/2021,Product 2,Status 3,Type 1
6404,1,157.2146626,12/09/2021,23/07/2021,Product 4,Status 4,Type 3
6405,1,316.8215491,22/02/2020,26/02/2020,Product 1,Status 4,Type 1
6406,2,368.265878,24/09/2021,25/09/2021,Product 2,Status 4,Type 1
6407,2,745.7818277,11/08/2021,13/08/2021,Product 1,Status 1,Type 1
6408,2,645.7341302,20/01/2022,22/01/2022,Product 1,Status 3,Type 1
6409,2,435.447509,05/05/2021,04/05/2021,Product 1,Status 3,Type 1
6410,1,176.5726983,18/05/2021,21/05/2021,Product 2,Status 1,Type 1
6411,1,370.2860303,07/11/2021,13/11/2021,Product 1,Status 2,Type 1
6412,2,412.1788272,22/08/2021,28/08/2021,Product 1,Status 4,Type 1
6413,2,571.0257056,28/12/2020,29/12/2020,Product 1,Status 1,Type 1
6414,1,301.4293741,18/11/2021,19/11/2021,Product 1,Status 2,Type 1
6415,2,352.4431275,05/07/2020,08/07/2020,Product 1,Status 4,Type 1
6416,2,396.548259,17/12/2021,21/12/2021,Product 2,Status 1,Type 1
6417,5,-258.7770738,21/11/2020,23/11/2020,Product 1,Status 4,Type 1
6418,3,173.1582272,14/09/2020,17/09/2020,Product 1,Status 2,Type 1
6419,1,359.4349923,25/04/2020,25/04/2020,Product 2,Status 4,Type 1
6420,1,401.8181879,24/04/2021,28/04/2021,Product 2,Status 3,Type 1
6421,1,116.0092435,04/11/2021,12/08/2021,Product 4,Status 4,Type 3
6422,1,537.9101979,28/06/2026,19/01/2021,Product 3,Status 1,Type 2
6423,1,659.583591,07/08/2025,15/08/2021,Product 3,Status 1,Type 2
6424,1,427.6695857,13/07/2021,17/07/2021,Product 2,Status 1,Type 1
6425,1,240.2397573,04/06/2020,11/06/2020,Product 1,Status 4,Type 1
6426,2,347.5327296,19/09/2020,20/09/2020,Product 1,Status 1,Type 1
6427,2,621.4585307,21/07/2025,10/09/2021,Product 1,Status 2,Type 2
6428,2,360.9107184,09/11/2021,13/11/2021,Product 1,Status 1,Type 1
6429,1,432.6724862,11/09/2025,06/11/2020,Product 1,Status 3,Type 2
6430,2,399.7266068,11/05/2020,17/05/2020,Product 1,Status 3,Type 1
6431,1,495.2124121,17/10/2026,01/09/2020,Product 3,Status 3,Type 2
6432,2,302.3887299,14/02/2021,17/02/2021,Product 2,Status 2,Type 1
6433,1,454.8463732,10/04/2025,14/02/2021,Product 3,Status 4,Type 2
6434,1,143.3966923,19/11/2021,20/08/2021,Product 4,Status 1,Type 3
6435,1,518.4654017,25/11/2020,27/11/2020,Product 2,Status 2,Type 1
6436,1,129.8107898,30/07/2021,01/08/2021,Product 2,Status 4,Type 1
6437,4,343.616173,07/09/2021,08/09/2021,Product 1,Status 2,Type 1
6438,2,147.7040677,07/07/2021,09/07/2021,Product 1,Status 4,Type 1
6439,1,495.2769461,22/09/2025,30/11/2021,Product 3,Status 2,Type 2
6440,3,403.0679276,21/04/2020,20/04/2020,Product 2,Status 4,Type 1
6441,1,69.86102473,25/01/2022,05/11/2021,Product 4,Status 3,Type 3
6442,2,387.5913407,18/11/2021,20/11/2021,Product 2,Status 2,Type 1
6443,1,307.6175392,20/05/2020,23/05/2020,Product 2,Status 1,Type 1
6444,2,446.2659947,19/01/2022,23/01/2022,Product 1,Status 4,Type 1
6445,1,179.6490259,30/03/2022,17/12/2021,Product 4,Status 4,Type 3
6446,1,479.405942,27/05/2020,30/05/2020,Product 2,Status 1,Type 1
6447,1,264.4699383,03/01/2020,03/01/2020,Product 2,Status 4,Type 1
6448,2,452.803714,08/01/2025,15/01/2021,Product 3,Status 1,Type 2
6449,1,130.4170205,30/04/2022,28/12/2021,Product 4,Status 3,Type 3
6450,1,374.0104418,05/11/2021,10/11/2021,Product 1,Status 3,Type 1
6451,1,338.666123,26/08/2021,29/08/2021,Product 2,Status 2,Type 1
6452,1,151.2795919,18/01/2021,20/01/2021,Product 2,Status 4,Type 1
6453,1,363.5780893,19/07/2020,23/07/2020,Product 2,Status 1,Type 1
6454,2,517.4506009,29/07/2025,07/06/2021,Product 2,Status 1,Type 2
6455,1,365.5266395,26/11/2020,30/11/2020,Product 2,Status 2,Type 1
6456,1,200.1829947,06/08/2020,08/08/2020,Product 1,Status 4,Type 1
6457,3,554.7806913,20/02/2021,24/02/2021,Product 2,Status 2,Type 1
6458,1,181.3066153,22/08/2021,24/08/2021,Product 2,Status 2,Type 1
6459,2,156.1909012,06/03/2022,21/11/2021,Product 4,Status 2,Type 3
6460,1,242.1043301,23/04/2021,25/04/2021,Product 2,Status 4,Type 1
6461,1,395.4410558,04/05/2020,06/05/2020,Product 1,Status 1,Type 1
6462,1,179.3800507,01/08/2020,04/08/2020,Product 1,Status 4,Type 1
6463,2,325.4860835,30/07/2021,31/07/2021,Product 2,Status 4,Type 1
6464,3,509.160147,17/02/2020,17/02/2020,Product 2,Status 1,Type 1
6465,1,599.7178794,27/03/2026,16/07/2020,Product 3,Status 4,Type 2
6466,1,345.1591042,15/06/2020,18/06/2020,Product 2,Status 3,Type 1
6467,2,139.2748625,07/12/2021,30/08/2021,Product 4,Status 1,Type 3
6468,1,363.8034173,18/02/2020,21/02/2020,Product 2,Status 2,Type 1
6469,1,256.6068999,19/06/2021,18/06/2021,Product 2,Status 1,Type 1
6470,1,533.6521323,28/09/2020,01/10/2020,Product 1,Status 3,Type 1
6471,1,375.6238521,11/01/2022,11/01/2022,Product 1,Status 2,Type 1
6472,1,369.4739345,01/09/2020,05/09/2020,Product 2,Status 4,Type 1
6473,1,135.0790846,22/03/2022,08/12/2021,Product 4,Status 1,Type 3
6474,2,366.4724504,15/09/2021,18/09/2021,Product 1,Status 3,Type 1
6475,2,197.9536893,19/05/2020,23/05/2020,Product 2,Status 3,Type 1
6476,1,143.0602369,03/01/2022,26/09/2021,Product 4,Status 4,Type 3
6477,1,562.1136361,07/08/2021,09/08/2021,Product 1,Status 3,Type 1
6478,1,470.4512938,22/12/2020,23/12/2020,Product 2,Status 4,Type 1
6479,2,456.0611153,18/09/2021,20/09/2021,Product 1,Status 3,Type 1
6480,1,177.053662,21/11/2021,04/09/2021,Product 4,Status 4,Type 3
6481,1,58.42307661,22/12/2021,12/09/2021,Product 4,Status 3,Type 3
6482,1,435.6176222,02/07/2026,19/02/2020,Product 3,Status 3,Type 2
6483,1,455.9103857,23/09/2021,24/09/2021,Product 1,Status 2,Type 1
6484,2,259.3703013,31/03/2021,03/04/2021,Product 1,Status 1,Type 1
6485,2,488.161024,17/06/2026,11/07/2021,Product 3,Status 3,Type 2
6486,1,383.2836521,14/10/2021,19/10/2021,Product 1,Status 1,Type 1
6487,1,399.3237423,04/07/2021,04/07/2021,Product 2,Status 2,Type 1
6488,1,497.6659617,23/11/2026,23/10/2021,Product 3,Status 4,Type 2
6489,1,185.1809781,02/01/2021,03/01/2021,Product 1,Status 1,Type 1
6490,1,131.8484012,11/02/2020,10/02/2020,Product 2,Status 2,Type 1
6491,2,459.2120059,04/05/2020,11/05/2020,Product 2,Status 2,Type 1
6492,1,678.2427905,20/03/2020,21/03/2020,Product 1,Status 2,Type 1
6493,2,491.3676732,29/07/2025,31/08/2020,Product 3,Status 1,Type 2
6494,1,405.5786759,21/02/2025,22/03/2021,Product 3,Status 2,Type 2
6495,1,126.1648519,26/12/2021,01/10/2021,Product 4,Status 1,Type 3
6496,1,222.6174879,23/04/2020,23/04/2020,Product 1,Status 4,Type 1
6497,2,587.2218002,14/04/2026,18/09/2021,Product 2,Status 2,Type 2
6498,1,578.3241931,04/12/2020,06/12/2020,Product 2,Status 2,Type 1
6499,1,421.6048155,15/01/2020,17/01/2020,Product 1,Status 3,Type 1
6500,2,454.4419999,13/06/2025,02/04/2020,Product 3,Status 4,Type 2
6501,1,583.7368992,25/06/2025,09/08/2021,Product 3,Status 4,Type 2
6502,2,128.9376321,28/12/2020,29/12/2020,Product 2,Status 4,Type 1
6503,1,509.7312527,12/05/2020,14/05/2020,Product 1,Status 1,Type 1
6504,1,142.4556665,15/04/2022,10/01/2022,Product 2,Status 3,Type 3
6505,1,284.0373018,07/06/2020,13/06/2020,Product 1,Status 2,Type 1
6506,1,468.1079931,30/12/2025,23/05/2021,Product 2,Status 1,Type 2
6507,2,582.4794978,15/05/2021,17/05/2021,Product 2,Status 1,Type 1
6508,3,416.8780642,04/02/2020,09/02/2020,Product 1,Status 1,Type 1
6509,1,152.2812618,28/02/2022,20/11/2021,Product 4,Status 2,Type 3
6510,2,553.0748853,03/07/2020,05/07/2020,Product 2,Status 3,Type 1
6511,3,583.3499465,04/10/2021,05/10/2021,Product 1,Status 3,Type 1
6512,1,435.4237968,11/07/2025,22/07/2020,Product 3,Status 4,Type 2
6513,1,377.2480599,13/12/2021,15/12/2021,Product 2,Status 1,Type 1
6514,2,470.1190047,05/01/2021,08/01/2021,Product 1,Status 1,Type 1
6515,1,285.9184204,06/11/2021,09/11/2021,Product 2,Status 4,Type 1
6516,1,135.7422869,11/03/2022,12/12/2021,Product 4,Status 4,Type 3
6517,1,288.0479945,27/12/2021,29/12/2021,Product 1,Status 4,Type 1
6518,1,441.3920873,21/10/2026,22/09/2021,Product 3,Status 1,Type 2
6519,1,558.8176963,14/01/2020,15/01/2020,Product 2,Status 4,Type 1
6520,2,474.247824,06/10/2020,07/10/2020,Product 2,Status 3,Type 1
6521,1,143.2711608,06/01/2020,07/01/2020,Product 2,Status 1,Type 1
6522,1,197.4134352,01/11/2020,01/11/2020,Product 2,Status 1,Type 1
6523,1,114.3168112,08/12/2021,27/08/2021,Product 4,Status 4,Type 3
6524,1,648.7300151,23/08/2026,05/01/2020,Product 3,Status 4,Type 2
6525,2,225.4618788,26/10/2021,27/10/2021,Product 2,Status 4,Type 1
6526,1,158.7567967,25/11/2021,27/08/2021,Product 4,Status 4,Type 3
6527,1,514.6851744,16/03/2025,26/02/2020,Product 3,Status 2,Type 2
6528,1,59.95925847,16/09/2021,21/09/2021,Product 2,Status 3,Type 1
6529,1,466.1461572,28/01/2021,01/02/2021,Product 1,Status 4,Type 1
6530,1,386.2975084,25/02/2020,26/02/2020,Product 2,Status 1,Type 1
6531,1,282.7871396,19/10/2020,20/10/2020,Product 1,Status 3,Type 1
6532,1,523.1998239,30/03/2020,31/03/2020,Product 2,Status 3,Type 1
6533,1,499.0363486,18/01/2020,23/01/2020,Product 2,Status 1,Type 1
6534,1,123.416826,30/11/2021,05/09/2021,Product 4,Status 1,Type 3
6535,2,411.3497928,20/11/2020,22/11/2020,Product 1,Status 3,Type 1
6536,1,565.3918506,16/04/2021,21/04/2021,Product 1,Status 1,Type 1
6537,1,543.4578515,18/07/2020,18/07/2020,Product 1,Status 1,Type 1
6538,2,305.7326155,26/12/2021,29/12/2021,Product 2,Status 3,Type 1
6539,1,54.44640141,08/04/2022,28/12/2021,Product 4,Status 2,Type 3
6540,1,581.0449749,26/12/2025,03/03/2020,Product 1,Status 4,Type 2
6541,1,504.3529148,17/04/2025,14/08/2020,Product 3,Status 1,Type 2
6542,2,324.070757,24/03/2021,28/03/2021,Product 2,Status 3,Type 1
6543,1,462.8658692,26/02/2026,27/11/2021,Product 3,Status 4,Type 2
6544,3,143.4064662,12/02/2020,12/02/2020,Product 2,Status 2,Type 1
6545,1,86.01288998,01/02/2021,05/02/2021,Product 1,Status 3,Type 1
6546,1,379.2483986,15/02/2020,17/02/2020,Product 1,Status 3,Type 1
6547,1,409.4684612,12/02/2026,23/06/2020,Product 1,Status 4,Type 2
6548,2,714.4434913,21/08/2020,24/08/2020,Product 1,Status 1,Type 1
6549,1,474.56189,31/07/2021,03/08/2021,Product 2,Status 4,Type 1
6550,1,385.0021777,04/12/2021,08/12/2021,Product 1,Status 1,Type 1
6551,2,404.0209084,17/02/2020,21/02/2020,Product 1,Status 4,Type 1
6552,1,545.5868126,20/02/2025,19/09/2020,Product 1,Status 4,Type 2
6553,2,175.8299042,18/01/2021,20/01/2021,Product 2,Status 3,Type 1
6554,1,368.1993339,08/05/2026,18/08/2021,Product 3,Status 1,Type 2
6555,1,508.910543,19/07/2025,22/07/2020,Product 3,Status 2,Type 2
6556,1,212.5425087,20/05/2020,20/05/2020,Product 2,Status 4,Type 1
6557,1,332.0853748,17/09/2021,20/09/2021,Product 1,Status 4,Type 1
6558,2,242.8037045,25/02/2020,28/02/2020,Product 1,Status 2,Type 1
6559,1,480.0692908,11/01/2022,13/01/2022,Product 2,Status 1,Type 1
6560,2,574.7580447,19/01/2025,21/11/2021,Product 2,Status 4,Type 2
6561,2,423.430603,01/04/2021,04/04/2021,Product 2,Status 1,Type 1
6562,2,669.294615,01/09/2020,03/09/2020,Product 2,Status 4,Type 1
6563,1,77.65359573,25/12/2021,06/10/2021,Product 4,Status 4,Type 3
6564,1,171.7680972,22/01/2020,22/01/2020,Product 2,Status 3,Type 1
6565,1,506.158119,21/08/2020,24/08/2020,Product 1,Status 3,Type 1
6566,1,-370.8020575,08/12/2020,09/12/2020,Product 2,Status 4,Type 1
6567,2,368.984448,08/07/2020,09/07/2020,Product 2,Status 2,Type 1
6568,2,560.2145366,17/03/2026,27/04/2020,Product 1,Status 3,Type 2
6569,1,495.2083156,18/01/2022,21/01/2022,Product 1,Status 3,Type 1
6570,1,577.814257,26/06/2025,05/06/2020,Product 3,Status 1,Type 2
6571,2,402.5176215,17/12/2025,29/08/2020,Product 2,Status 2,Type 2
6572,1,274.0259613,26/12/2020,30/12/2020,Product 1,Status 3,Type 1
6573,1,468.8025307,05/11/2021,10/11/2021,Product 1,Status 1,Type 1
6574,1,94.56069321,25/04/2022,15/01/2022,Product 4,Status 2,Type 3
6575,1,451.0923663,04/11/2025,21/02/2021,Product 3,Status 4,Type 2
6576,1,502.5255261,15/07/2020,18/07/2020,Product 1,Status 2,Type 1
6577,1,438.1530318,11/12/2025,08/01/2022,Product 3,Status 3,Type 2
6578,3,215.1813599,29/10/2020,29/10/2020,Product 1,Status 4,Type 1
6579,1,76.79126915,20/03/2022,02/01/2022,Product 4,Status 1,Type 3
6580,4,441.9461078,29/01/2022,30/01/2022,Product 2,Status 3,Type 1
6581,1,620.6078671,17/05/2025,11/01/2020,Product 3,Status 4,Type 2
6582,2,470.0872084,19/08/2026,12/04/2020,Product 3,Status 1,Type 2
6583,3,415.9811663,13/02/2021,16/02/2021,Product 2,Status 3,Type 1
6584,1,412.1126039,15/09/2020,15/09/2020,Product 2,Status 3,Type 1
6585,1,123.7248108,19/12/2021,10/09/2021,Product 4,Status 1,Type 3
6586,2,384.5803244,09/12/2026,21/04/2021,Product 1,Status 2,Type 2
6587,1,320.5590978,25/02/2020,29/02/2020,Product 2,Status 2,Type 1
6588,1,336.6416303,12/01/2021,16/01/2021,Product 2,Status 1,Type 1
6589,1,327.7974593,24/01/2020,30/01/2020,Product 2,Status 2,Type 1
6590,1,104.1929517,24/04/2021,28/04/2021,Product 2,Status 3,Type 1
6591,2,322.8050626,23/11/2021,24/11/2021,Product 2,Status 1,Type 1
6592,1,150.4499672,21/03/2020,22/03/2020,Product 1,Status 2,Type 1
6593,1,101.0682903,28/03/2022,19/12/2021,Product 4,Status 2,Type 3
6594,1,427.0781808,25/07/2020,28/07/2020,Product 1,Status 2,Type 1
6595,1,110.116415,09/11/2021,12/08/2021,Product 4,Status 4,Type 3
6596,1,574.532108,11/03/2025,09/04/2020,Product 2,Status 3,Type 2
6597,1,541.7272943,30/12/2021,02/01/2022,Product 1,Status 4,Type 1
6598,2,288.4776263,16/05/2020,19/05/2020,Product 2,Status 3,Type 1
6599,2,440.0201501,26/03/2020,29/03/2020,Product 2,Status 1,Type 1
6600,2,563.8808393,25/07/2025,29/07/2020,Product 3,Status 2,Type 2
6601,3,419.9755525,18/05/2021,22/05/2021,Product 2,Status 1,Type 1
6602,1,219.8621236,23/07/2020,29/07/2020,Product 2,Status 1,Type 1
6603,3,489.2332539,09/10/2026,06/12/2020,Product 3,Status 3,Type 2
6604,2,261.3879724,31/10/2021,02/11/2021,Product 1,Status 1,Type 1
6605,2,352.6553526,03/06/2021,07/06/2021,Product 2,Status 3,Type 1
6606,1,373.127535,15/09/2020,19/09/2020,Product 2,Status 1,Type 1
6607,1,441.9511234,01/06/2025,30/08/2020,Product 1,Status 1,Type 2
6608,1,544.9906967,13/03/2020,17/03/2020,Product 1,Status 1,Type 1
6609,2,489.1291572,13/03/2026,12/03/2021,Product 2,Status 3,Type 2
6610,1,365.1342548,15/04/2021,20/04/2021,Product 2,Status 4,Type 1
6611,1,290.9819196,31/03/2021,01/04/2021,Product 1,Status 3,Type 1
6612,1,310.311037,28/05/2021,31/05/2021,Product 2,Status 4,Type 1
6613,1,508.9388337,29/09/2026,15/03/2021,Product 3,Status 3,Type 2
6614,1,479.4262463,12/02/2026,15/05/2021,Product 3,Status 1,Type 2
6615,1,350.925979,08/07/2020,09/07/2020,Product 2,Status 1,Type 1
6616,1,336.793015,19/06/2020,22/06/2020,Product 1,Status 4,Type 1
6617,3,589.0025963,23/08/2020,27/08/2020,Product 2,Status 3,Type 1
6618,1,118.0712335,18/01/2022,14/09/2021,Product 4,Status 2,Type 3
6619,1,251.0268839,26/12/2021,25/12/2021,Product 2,Status 4,Type 1
6620,2,460.4919149,20/03/2021,22/03/2021,Product 2,Status 3,Type 1
6621,1,516.0890299,30/03/2025,27/06/2020,Product 3,Status 2,Type 2
6622,1,566.3439389,19/07/2025,09/03/2020,Product 3,Status 2,Type 2
6623,1,361.0635703,11/02/2020,15/02/2020,Product 2,Status 1,Type 1
6624,2,552.2557543,24/07/2026,30/08/2021,Product 1,Status 1,Type 2
6625,1,130.7212092,11/11/2021,06/08/2021,Product 4,Status 1,Type 3
6626,1,512.7656728,17/09/2021,20/09/2021,Product 1,Status 4,Type 1
6627,1,417.8608988,21/05/2020,23/05/2020,Product 2,Status 3,Type 1
6628,1,576.2165815,03/02/2025,02/11/2020,Product 1,Status 2,Type 2
6629,2,324.1718616,31/05/2020,04/06/2020,Product 1,Status 2,Type 1
6630,2,211.7099706,27/04/2020,29/04/2020,Product 2,Status 3,Type 1
6631,1,465.6782772,13/01/2026,11/11/2020,Product 3,Status 1,Type 2
6632,2,404.0603488,22/02/2020,25/02/2020,Product 1,Status 1,Type 1
6633,2,503.3698899,07/01/2026,24/07/2021,Product 2,Status 3,Type 2
6634,1,232.4477965,15/11/2020,20/11/2020,Product 2,Status 3,Type 1
